brand,perfume_name,perfume_type,perfume_name_cleaned,avg_original_price_per_liter,avg_reduced_price_per_liter
Gisada,Gisada Eau de Parfum Iris,Eau de Parfum,Iris,2500.0,2000.0
Gisada,Gisada Eau de Parfum Ambassador,Eau de Parfum,Ambassador,1150.0,920.0
Gisada,Gisada Eau de Parfum Ambassadora,Eau de Parfum,Ambassadora,1150.0,920.0
Gisada,Gisada Eau de Parfum Royal,Eau de Parfum,Royal,2500.0,2000.0
Gisada,Gisada Eau de Parfum Imperial,Eau de Parfum,Imperial,2500.0,2000.0
Gisada,Gisada Eau de Parfum Ambassadora Women,Eau de Parfum,Ambassadora Women,1425.0,1140.0
Gisada,Gisada Eau de Toilette Donna,Eau de Toilette,Donna,1425.0,1140.0
Gisada,Gisada Eau de Parfum Rose,Eau de Parfum,Rose,2500.0,2000.0
Gisada,Gisada Eau de Parfum Titanium Titanium,Eau de Parfum,Titanium Titanium,1625.0,1300.0
Gisada,Gisada Eau de Parfum Oud,Eau de Parfum,Oud,2500.0,2000.0
Gisada,Gisada Eau de Toilette Uomo,Eau de Toilette,Uomo,1425.0,1140.0
Gisada,Gisada Eau de Parfum Ambassador Intense,Eau de Parfum,Ambassador Intense,1625.0,1300.0
Klapp,Klapp Eau de Parfum Hyaluronic Multiple Effect Day & Night Cream,Eau de Parfum,Hyaluronic Multiple Effect Day & Night Cream,1329.8,
Amichi,Amichi Eau de Toilette,Eau de Toilette,"",369.2,313.73
Azzaro,Azzaro Eau de Toilette Wanted,Eau de Toilette,Wanted,1150.0,911.95
Azzaro,Azzaro Eau de Toilette Chrome Azure,Eau de Toilette,Chrome Azure,890.0,712.0
Azzaro,Azzaro Parfum Wanted The Most Wanted Le Parfum,Parfum,Wanted The Most Wanted Le,1620.0,1199.8
Azzaro,Azzaro Eau de Parfum Wanted,Eau de Parfum,Wanted,1305.0,1044.0
Azzaro,Azzaro Eau de Toilette Wanted The Most Wanted Intense,Eau de Toilette,Wanted The Most Wanted Intense,1120.0,896.0
Azzaro,Azzaro Eau de Toilette Sport,Eau de Toilette,Sport,340.0,
Azzaro,Azzaro Eau de Parfum Wanted Girl,Eau de Parfum,Wanted Girl,1585.0,1252.89
Azzaro,Azzaro Eau de Parfum Wanted The Most Wanted Intense,Eau de Parfum,Wanted The Most Wanted Intense,1305.0,997.95
Azzaro,Azzaro Eau de Toilette Chrome,Eau de Toilette,Chrome,1195.0,956.0
Azzaro,Azzaro Eau de Toilette Pour Homme Natural,Eau de Toilette,Pour Homme Natural,865.0,692.0
Azzaro,Azzaro Eau de Parfum Wanted By Night,Eau de Parfum,Wanted By Night,990.0,792.0
Azzaro,Azzaro Parfum Chrome,Parfum,Chrome,1190.0,952.0
Azzaro,Azzaro Eau de Toilette Mademoiselle,Eau de Toilette,Mademoiselle,1666.67,1333.33
Azzaro,Azzaro Eau de Parfum Chrome,Eau de Parfum,Chrome,1105.0,884.0
Rancé,Rancé Eau de Parfum Le Vainqueur,Eau de Parfum,Le Vainqueur,1840.0,1472.0
Rancé,Rancé Eau de Parfum Sharisme Eau de Parfum Spray,Eau de Parfum,Sharisme  Spray,2181.8,
Rancé,Rancé Eau de Parfum Hélène,Eau de Parfum,Hélène,2200.0,1760.0
Rancé,Rancé Eau de Parfum Eleonore Eau de Parfum Spray,Eau de Parfum,Eleonore  Spray,1901.35,
Rancé,Rancé Eau de Parfum Eugénie,Eau de Parfum,Eugénie,2200.0,1760.0
Rancé,Rancé Eau de Toilette Eau de France,Eau de Toilette,Eau de France,1515.0,1212.0
Rancé,Rancé Eau de Parfum Spray,Eau de Parfum,Spray,1885.0,1508.0
Rancé,Rancé Eau de Parfum Spray,Eau de Parfum,Spray,1885.0,1508.0
Rancé,Rancé Eau de Parfum Spray,Eau de Parfum,Spray,1780.0,1150.0
Rancé,Rancé Eau de Parfum Francois Charles,Eau de Parfum,Francois Charles,1840.0,1297.9
Rancé,Rancé Eau de Toilette Eau Sublime,Eau de Toilette,Eau Sublime,1250.0,799.9
Ted Baker,Ted Baker Eau de Toilette FLORET POLLY,Eau de Toilette,FLORET POLLY,599.0,479.2
Ted Baker,Ted Baker Eau de Toilette FLORET POLLY,Eau de Toilette,FLORET POLLY,399.5,319.6
Ted Baker,Ted Baker Eau de Toilette SKINWEAR,Eau de Toilette,SKINWEAR,349.5,279.6
Ted Baker,Ted Baker Eau de Toilette FLORET ELODIE,Eau de Toilette,FLORET ELODIE,499.25,399.4
Ted Baker,Ted Baker Eau de Toilette WOMAN PINK,Eau de Toilette,WOMAN PINK,249.75,199.8
Ted Baker,Ted Baker Eau de Toilette SKINWEAR,Eau de Toilette,SKINWEAR,249.75,199.8
Ted Baker,Ted Baker Eau de Toilette TONICS Ag SILVER,Eau de Toilette,TONICS Ag SILVER,399.5,319.6
Ted Baker,Ted Baker Eau de Toilette TONICS Cu COPPER,Eau de Toilette,TONICS Cu COPPER,399.5,319.6
Ted Baker,Ted Baker Eau de Toilette FLORET MIA,Eau de Toilette,FLORET MIA,599.0,479.2
Ted Baker,Ted Baker Eau de Toilette FLORET MIA,Eau de Toilette,FLORET MIA,399.5,319.6
Ted Baker,Ted Baker Eau de Toilette WOMAN PINK,Eau de Toilette,WOMAN PINK,349.5,279.6
Ted Baker,Ted Baker Eau de Toilette TONICS Au GOLD,Eau de Toilette,TONICS Au GOLD,399.5,319.6
Tommy Hilfiger,Tommy Hilfiger Eau de Toilette Tommy Girl,Eau de Toilette,Tommy Girl,1101.11,679.31
Tommy Hilfiger,Tommy Hilfiger Eau de Toilette Impact Together,Eau de Toilette,Impact Together,1050.0,840.0
Tommy Hilfiger,Tommy Hilfiger Eau de Toilette Tommy,Eau de Toilette,Tommy,1101.11,782.56
BMRVLS,BMRVLS Eau de Parfum Iso E Molecule Extrait de Parfum Travel,Eau de Parfum,Iso E Molecule  Travel,1899.0,
BMRVLS,BMRVLS Eau de Parfum Oud Eau de ParfumTravel,Eau de Parfum,Oud Travel,1899.0,
BMRVLS,BMRVLS Eau de Parfum Iso E Molecule,Eau de Parfum,Iso E Molecule,1580.0,
BMRVLS,BMRVLS Eau de Parfum Hedoin Molecule Extrait de Parfum Travel,Eau de Parfum,Hedoin Molecule  Travel,1899.0,
BMRVLS,BMRVLS Eau de Parfum Ambroxan Molecule,Eau de Parfum,Ambroxan Molecule,1580.0,
BMRVLS,BMRVLS Eau de Parfum Mono Molecule Extrait de Parfum Travel,Eau de Parfum,Mono Molecule  Travel,1899.0,
BMRVLS,BMRVLS Eau de Parfum Mono Molecule,Eau de Parfum,Mono Molecule,1580.0,
BMRVLS,BMRVLS Eau de Parfum Palermo,Eau de Parfum,Palermo,1580.0,
BMRVLS,BMRVLS Eau de Parfum Hedion Molecule,Eau de Parfum,Hedion Molecule,1580.0,
BMRVLS,BMRVLS Eau de Parfum Untitled Rose,Eau de Parfum,Untitled Rose,1580.0,
BMRVLS,BMRVLS Eau de Parfum Oud,Eau de Parfum,Oud,1580.0,
BMRVLS,BMRVLS Eau de Parfum Holy Shine,Eau de Parfum,Holy Shine,1580.0,
BMRVLS,BMRVLS Eau de Parfum Versailles,Eau de Parfum,Versailles,1580.0,
BMRVLS,BMRVLS Eau de Parfum Holy Shine Eau de ParfumTravel,Eau de Parfum,Holy Shine Travel,1899.0,
Ouai,Ouai Eau de Parfum Melrose Place,Eau de Parfum,Melrose Place,1679.9,1600.0
Ouai,Ouai Eau de Parfum North Bondi,Eau de Parfum,North Bondi,1570.0,1256.0
Ouai,Ouai Eau de Parfum,Eau de Parfum,"",1299.8,
Ramn Monegal,RAMON MONEGAL Eau de Parfum NEXT TO ME,Eau de Parfum,NEXT TO ME,3420.0,
Ramn Monegal,RAMON MONEGAL Eau de Parfum UMBRA,Eau de Parfum,UMBRA,2900.0,2320.0
Ramn Monegal,RAMON MONEGAL Eau de Parfum FAÏSA,Eau de Parfum,FAÏSA,3800.0,3040.0
Ramn Monegal,RAMON MONEGAL Eau de Parfum CHERRY MUSK,Eau de Parfum,CHERRY MUSK,2900.0,2320.0
Ramn Monegal,RAMON MONEGAL Eau de Parfum AGAR MUSK,Eau de Parfum,AGAR MUSK,2920.0,
Ramn Monegal,RAMON MONEGAL Eau de Parfum THE NEW PARADISE,Eau de Parfum,THE NEW PARADISE,3420.0,
Ramn Monegal,RAMON MONEGAL Eau de Parfum IBIZA LAISLABLANCA,Eau de Parfum,IBIZA LAISLABLANCA,1800.0,1440.0
Ramn Monegal,RAMON MONEGAL Eau de Parfum DRY WOOD,Eau de Parfum,DRY WOOD,2900.0,2320.0
Ramn Monegal,RAMON MONEGAL Eau de Parfum SIESTA,Eau de Parfum,SIESTA,3800.0,3040.0
Ramn Monegal,RAMON MONEGAL Eau de Parfum FLAMENCO,Eau de Parfum,FLAMENCO,3800.0,3040.0
Ramn Monegal,RAMON MONEGAL Eau de Parfum Cotton Musk,Eau de Parfum,Cotton Musk,2900.0,2320.0
Houbigant,Houbigant Paris Eau de Parfum ORANGERES EN FLEURS,Eau de Parfum,ORANGERES EN FLEURS,1650.0,1320.0
Houbigant,Houbigant Paris Eau de Parfum MOM BOUDOIR COLLECTION PRIVÉE,Eau de Parfum,MOM BOUDOIR COLLECTION PRIVÉE,1900.0,
Houbigant,Houbigant Paris Eau de Parfum Quelques Fleurs L'Original Collection Privée,Eau de Parfum,Quelques Fleurs L'Original Collection Privée,1900.0,1788.9
Houbigant,Houbigant Paris Eau de Parfum Quelques Fleurs Jardin Geheime Sammlung Privée,Eau de Parfum,Quelques Fleurs Jardin Geheime Sammlung Privée,1900.0,1520.0
Houbigant,Houbigant Paris Eau de Parfum ESSENCE RARE COLLECTION PRIVÉE,Eau de Parfum,ESSENCE RARE COLLECTION PRIVÉE,1900.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum Incense Wood Incense Wood Parfüm-Spray,Eau de Parfum,Incense Wood Incense Wood Parfüm-Spray,2450.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum No. 6,Eau de Parfum,No. 6,1900.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum 8,Eau de Parfum,8,1900.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum No. 7,Eau de Parfum,No. 7,1900.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum Fresh Oud,Eau de Parfum,Fresh Oud,2450.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum Sweet Rose Sweet Rose Parfüm-Spray,Eau de Parfum,Sweet Rose Sweet Rose Parfüm-Spray,2450.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum No. 3,Eau de Parfum,No. 3,1900.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum 1970,Eau de Parfum,1970,2200.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum 1988,Eau de Parfum,1988,2200.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum No. 2,Eau de Parfum,No. 2,1900.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum No. 1,Eau de Parfum,No. 1,1900.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum 2010,Eau de Parfum,2010,2200.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum No. 4,Eau de Parfum,No. 4,1900.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum 1968,Eau de Parfum,1968,2200.0,
Rosendo Mateu,Rosendo Mateu Eau de Parfum No. 5,Eau de Parfum,No. 5,1900.0,
Emanuel Ungaro,Emanuel Ungaro Eau de Toilette,Eau de Toilette,"",336.9,
Emanuel Ungaro,Emanuel Ungaro Eau de Parfum for Him - EdT,Eau de Parfum,for Him - EdT,663.0,
Eau de Mars,Eau de Mars Eau de Parfum Eau de Parfum - Indomptable Cybele 30ml,Eau de Parfum,- Indomptable Cybele 30ml,1833.0,1558.0
Baldessarini,Baldessarini Eau de Toilette Signature,Eau de Toilette,Signature,1012.78,810.22
Baldessarini,Baldessarini Eau de Cologne Baldessarini Classic Concentrée,Eau de Cologne,Baldessarini Classic Concentrée,1000.0,706.53
Baldessarini,Baldessarini Eau de Parfum Bella,Eau de Parfum,Bella,1506.67,1205.33
Baldessarini,Baldessarini Eau de Parfum Bella Lilac Diamond,Eau de Parfum,Bella Lilac Diamond,1506.67,1205.33
Baldessarini,Baldessarini Eau de Toilette Uomo,Eau de Toilette,Uomo,1012.78,810.22
Baldessarini,Baldessarini Eau de Toilette Baldessarini Black,Eau de Toilette,Baldessarini Black,996.67,880.0
Baldessarini,Baldessarini Eau de Cologne Classic,Eau de Cologne,Classic,1100.0,934.8
Baldessarini,Baldessarini Eau de Cologne Ambré Eau FraÎche,Eau de Cologne,Ambré Eau FraÎche,1015.56,812.44
Baldessarini,Baldessarini Eau de Toilette Cool Force Sport,Eau de Toilette,Cool Force Sport,1170.0,936.0
Baldessarini,Baldessarini Eau de Cologne Classic,Eau de Cologne,Classic,953.33,762.67
Baldessarini,Baldessarini Eau de Toilette Ambré Ambré,Eau de Toilette,Ambré Ambré,1015.56,812.44
Baldessarini,Baldessarini Eau de Toilette Cool Force Eau de Toilette Spray,Eau de Toilette,Cool Force  Spray,955.56,916.73
Baldessarini,Baldessarini Eau de Parfum Bella Absolu,Eau de Parfum,Bella Absolu,1640.0,1312.0
Giorgio Beverly Hills,Giorgio Beverly Hills Eau de Toilette Yellow GIORGIO WOMAN,Eau de Toilette,Yellow GIORGIO WOMAN,833.33,495.67
Aimee de Mars,Aimee de Mars Parfum Elixir de Parfum - Lily Ambre Legère,Parfum,Elixir de  - Lily Ambre Legère,1533.0,1303.0
Aimee de Mars,Aimee de Mars Parfum Elixir de Parfum - Mystique Amethyste,Parfum,Elixir de  - Mystique Amethyste,1699.67,1444.67
Aimee de Mars,Aimee de Mars Parfum Elixir de Parfum - Divine Emeraude,Parfum,Elixir de  - Divine Emeraude,1533.0,1303.0
Aimee de Mars,Aimee de Mars Parfum Eau de Parfum - Eau 21 Legère,Parfum,- Eau 21 Legère,1533.0,1303.0
Aimee de Mars,Aimee de Mars Parfum Eau de Parfum - JE SUIS 100% naturel,Parfum,- JE SUIS 100% naturel,1239.8,1053.8
Aimee de Mars,Aimee de Mars Parfum Elixir de Parfum - Mythique Iris,Parfum,Elixir de  - Mythique Iris,1699.67,1444.67
Aimee de Mars,Aimee de Mars Parfum Eau de Parfum - Acqua di Orta,Parfum,- Acqua di Orta,1699.67,1444.67
Amouage,Amouage Eau de Parfum Jubilation Xxv Man,Eau de Parfum,Jubilation Xxv Man,3770.0,
Amouage,Amouage Eau de Parfum Library Collection Opus Xiv Royal Tobacco,Eau de Parfum,Library Collection Opus Xiv Royal Tobacco,3650.0,
Amouage,Amouage Eau de Parfum The Odyssey Collection Ashore,Eau de Parfum,The Odyssey Collection Ashore,3650.0,
Amouage,Amouage Eau de Parfum Reflection Man,Eau de Parfum,Reflection Man,3770.0,
Amouage,Amouage Eau de Parfum Secret Garden Collection Love Delight,Eau de Parfum,Secret Garden Collection Love Delight,3650.0,
Amouage,Amouage Eau de Parfum Epic Woman 56 Extrait,Eau de Parfum,Epic Woman 56 Extrait,4900.0,
Amouage,Amouage Eau de Parfum Guidance,Eau de Parfum,Guidance,3770.0,
Amouage,Amouage Eau de Parfum The Odyssey Collection Search,Eau de Parfum,The Odyssey Collection Search,3650.0,
Amouage,Amouage Eau de Parfum 100 ml,Eau de Parfum,100 ml,3450.0,
Amouage,Amouage Eau de Parfum Portrayal Man,Eau de Parfum,Portrayal Man,3669.9,
Amouage,Amouage Eau de Parfum Library Collection Opus Vii Reckless Leather,Eau de Parfum,Library Collection Opus Vii Reckless Leather,3669.9,
Amouage,Amouage Eau de Parfum Dia Man,Eau de Parfum,Dia Man,3650.0,
Amouage,Amouage Eau de Parfum Beach Hut Man,Eau de Parfum,Beach Hut Man,3650.0,
Amouage,Amouage Eau de Parfum Library Collection Opus Xv King Blue,Eau de Parfum,Library Collection Opus Xv King Blue,4900.0,
Amouage,Amouage Eau de Parfum Main Line Overture Man,Eau de Parfum,Main Line Overture Man,3650.0,
Amouage,Amouage Eau de Parfum Epic Woman,Eau de Parfum,Epic Woman,3770.0,
Amouage,Amouage Eau de Parfum Love Mimosa,Eau de Parfum,Love Mimosa,3450.0,
Amouage,Amouage Eau de Parfum Library Collection Opus Xii Rose Incense,Eau de Parfum,Library Collection Opus Xii Rose Incense,3650.0,
Amouage,Amouage Eau de Parfum Main Line Overture Woman,Eau de Parfum,Main Line Overture Woman,3650.0,
Amouage,Amouage Parfum Honour Woman Honour Woman 43 Extrait,Parfum,Honour Woman Honour Woman 43 Extrait,4900.0,
Amouage,Amouage Parfum Extrait Collection Jubilation 40 Extrait De Parfum,Parfum,Extrait Collection Jubilation 40 Extrait De,5030.0,
Amouage,Amouage Parfum Extrait Collection Purpose 50,Parfum,Extrait Collection Purpose 50,4900.0,
Amouage,Amouage Parfum Essences Collection Outlands,Parfum,Essences Collection Outlands,4199.9,
Amouage,Amouage Parfum Essences Collection Reasons,Parfum,Essences Collection Reasons,4200.0,
Amouage,Amouage Eau de Parfum Purpose,Eau de Parfum,Purpose,3650.0,
Amouage,Amouage Eau de Parfum Secret Garden Collection Love Tuberose,Eau de Parfum,Secret Garden Collection Love Tuberose,3650.0,
Amouage,Amouage Eau de Parfum Reflection Woman,Eau de Parfum,Reflection Woman,3650.0,
Amouage,Amouage Parfum Extrait Collection Dia 40 Extrait De,Parfum,Extrait Collection Dia 40 Extrait De,4900.0,
Amouage,Amouage Eau de Parfum Interlude Woman,Eau de Parfum,Interlude Woman,3650.0,
Amouage,Amouage Parfum The Main Man Collection Gold Man Eau de Parfum Spray,Parfum,The Main Man Collection Gold Man  Spray,3277.9,
Amouage,Amouage Eau de Parfum Secret Garden Collection Blossom Love,Eau de Parfum,Secret Garden Collection Blossom Love,3650.0,
Amouage,Amouage Eau de Parfum Sunshine Woman,Eau de Parfum,Sunshine Woman,3770.0,
Amouage,Amouage Eau de Parfum Honour Man,Eau de Parfum,Honour Man,3650.0,
Amouage,Amouage Eau de Parfum Honour Woman,Eau de Parfum,Honour Woman,3650.0,
Amouage,Amouage Eau de Parfum Epic Man,Eau de Parfum,Epic Man,3650.0,
Amouage,Amouage Eau de Parfum Lineage,Eau de Parfum,Lineage,3650.0,
Amouage,Amouage Parfum Essences Collection Lustre,Parfum,Essences Collection Lustre,4199.9,
Amouage,Amouage Parfum Reflection Man 45 Extrait,Parfum,Reflection Man 45 Extrait,5030.0,
Amouage,Amouage Eau de Parfum Library Collection Opus V Woods Symphony,Eau de Parfum,Library Collection Opus V Woods Symphony,3650.0,
Amouage,Amouage Parfum Extrait Collection Guidance 46 Extrait,Parfum,Extrait Collection Guidance 46 Extrait,4900.0,
Amouage,Amouage Eau de Parfum Interlude Black Iris,Eau de Parfum,Interlude Black Iris,3770.0,
Amouage,Amouage Eau de Parfum Portrayal Woman,Eau de Parfum,Portrayal Woman,3650.0,
Amouage,Amouage Parfum Interlude Man 53 Extrait,Parfum,Interlude Man 53 Extrait,4900.0,
Amouage,Amouage Eau de Parfum Interlude Man,Eau de Parfum,Interlude Man,3770.0,
Amouage,Amouage Eau de Parfum Gold Woman,Eau de Parfum,Gold Woman,3650.0,
Amouage,Amouage Eau de Parfum Secret Garden Collection Lilac Love,Eau de Parfum,Secret Garden Collection Lilac Love,3650.0,
Amouage,Amouage Eau de Parfum Library Collection Opus Xiii Silver Oud,Eau de Parfum,Library Collection Opus Xiii Silver Oud,4900.0,
Amouage,Amouage Eau de Parfum The Odyssey Collection Material,Eau de Parfum,The Odyssey Collection Material,3650.0,
Ulrich Lang,Ulrich Lang New York Parfum Apsu Eau de Toilette Spray,Parfum,Apsu  Spray,1196.9,
Ulrich Lang,Ulrich Lang New York Parfum Lethe - EdT 100ml,Parfum,Lethe - EdT 100ml,1196.9,
Ulrich Lang,Ulrich Lang New York Eau de Parfum Suncrest EdP Nat. Spray,Eau de Parfum,Suncrest EdP Nat. Spray,1567.9,
Ulrich Lang,Ulrich Lang New York Parfum 17 Nandan Road Eau de Toilette Spray,Parfum,17 Nandan Road  Spray,1196.9,
Michael Kors,Michael Kors Eau de Parfum MIICHAEL KORS POUR FEMME EDP,Eau de Parfum,MIICHAEL KORS POUR FEMME EDP,1910.0,1528.0
Michael Kors,Michael Kors Eau de Parfum Pour Homme Miichael Kors Edp,Eau de Parfum,Pour Homme Miichael Kors Edp,1776.67,1421.33
Michael Kors,Michael Kors Eau de Parfum,Eau de Parfum,"",1416.67,1133.33
Michael Kors,Michael Kors Eau de Parfum Wonderlust,Eau de Parfum,Wonderlust,1416.67,1133.33
Michael Kors,Michael Kors Eau de Parfum Sexy Amber,Eau de Parfum,Sexy Amber,1150.0,920.0
Douglas Collection,Douglas Collection Eau de Parfum Beautiful Stories Open Your Heart,Eau de Parfum,Beautiful Stories Open Your Heart,599.8,479.8
Douglas Collection,Douglas Collection Eau de Toilette Home Spa La Residence Seathalasso,Eau de Toilette,Home Spa La Residence Seathalasso,299.9,239.9
Douglas Collection,Douglas Collection Eau de Toilette Home Spa The Lagoon Leilani,Eau de Toilette,Home Spa The Lagoon Leilani,299.9,239.9
Douglas Collection,Douglas Collection Eau de Parfum Beautiful Stories Follow Your Dreams,Eau de Parfum,Beautiful Stories Follow Your Dreams,599.8,479.8
Douglas Collection,Douglas Collection Eau de Parfum Beautiful Stories Celebrate Life,Eau de Parfum,Beautiful Stories Celebrate Life,599.8,479.8
Douglas Collection,Douglas Collection Eau de Toilette Home Spa Land of Vasta,Eau de Toilette,Home Spa Land of Vasta,299.9,239.9
Douglas Collection,Douglas Collection Eau de Toilette Beautiful Stories Kissing Flowers,Eau de Toilette,Beautiful Stories Kissing Flowers,599.8,299.8
Douglas Collection,Douglas Collection Eau de Parfum Beautiful Stories Walk In The Sun,Eau de Parfum,Beautiful Stories Walk In The Sun,599.8,479.8
Douglas Collection,Douglas Collection Eau de Parfum Beautiful Stories Feel The Love,Eau de Parfum,Beautiful Stories Feel The Love,599.8,479.8
Douglas Collection,Douglas Collection Eau de Parfum Beautiful Stories Live The Moment,Eau de Parfum,Beautiful Stories Live The Moment,599.8,479.8
Douglas Collection,Douglas Collection Eau de Toilette Beautiful Stories Flirting In Eden,Eau de Toilette,Beautiful Stories Flirting In Eden,599.8,299.8
Eau Jeune,Eau Jeune Eau de Toilette,Eau de Toilette,"",295.73,239.87
Eau Jeune,Eau Jeune Eau de Toilette,Eau de Toilette,"",296.13,250.53
Eau Jeune,Eau Jeune Eau de Toilette,Eau de Toilette,"",295.73,239.87
Montana,Montana Eau de Toilette Parfum de Peau,Eau de Toilette,de Peau,1090.0,1077.9
Montana,Montana Eau de Toilette Graphite Eau de Toilette Spray,Eau de Toilette,Graphite  Spray,790.0,749.9
Annayake,Annayake Eau de Toilette Tomo,Eau de Toilette,Tomo,940.0,752.0
Annayake,Annayake Eau de Parfum Her,Eau de Parfum,Her,980.0,784.0
Annayake,Annayake Eau de Toilette Mood for Harmony Man,Eau de Toilette,Mood for Harmony Man,599.9,299.9
Annayake,Annayake Eau de Parfum Pour Elle,Eau de Parfum,Pour Elle,920.0,736.0
Annayake,Annayake Eau de Parfum AN'NA 3000046820,Eau de Parfum,AN'NA 3000046820,980.0,784.0
Annayake,Annayake Parfum Kogaï For Her,Parfum,Kogaï For Her,980.0,784.0
Annayake,Annayake Eau de Toilette Pour Lui,Eau de Toilette,Pour Lui,780.0,624.0
Annayake,Annayake Eau de Toilette DOJOU For Her,Eau de Toilette,DOJOU For Her,980.0,784.0
Annayake,Annayake Eau de Toilette Pour Elle Light,Eau de Toilette,Pour Elle Light,740.0,549.9
Annayake,Annayake Eau de Toilette Kogaï for Him,Eau de Toilette,Kogaï for Him,920.0,736.0
Annayake,Annayake Eau de Toilette Him,Eau de Toilette,Him,920.0,736.0
Annayake,Annayake Eau de Toilette KAGARI FOR HIM,Eau de Toilette,KAGARI FOR HIM,920.0,736.0
Annayake,Annayake Eau de Toilette DOJOU For Him,Eau de Toilette,DOJOU For Him,920.0,736.0
Annayake,Annayake Eau de Toilette Mood for Harmony Woman,Eau de Toilette,Mood for Harmony Woman,599.9,299.9
Annayake,Annayake Eau de Toilette Undo,Eau de Toilette,Undo,740.0,592.0
Annayake,Annayake Eau de Toilette Miyabi Man Spray,Eau de Toilette,Miyabi Man Spray,980.0,784.0
Annayake,Annayake Parfum KAGARI FOR HER,Parfum,KAGARI FOR HER,980.0,784.0
Annayake,Annayake Eau de Toilette Natsumi,Eau de Toilette,Natsumi,740.0,592.0
Annayake,Annayake Eau de Parfum Miyabi Woman,Eau de Parfum,Miyabi Woman,920.0,736.0
Saphir Parfum,Saphir Parfum Eau de Parfum Siloé Bohême By Saphir Edp Vapo,Parfum,Siloé Bohême By Saphir Edp Vapo,134.0,113.9
Elizabeth Arden,Elizabeth Arden Eau de Toilette White Tea Wild Rose,Eau de Toilette,White Tea Wild Rose,866.33,
Elizabeth Arden,Elizabeth Arden Eau de Toilette Green Tea Coconut Breeze,Eau de Toilette,Green Tea Coconut Breeze,387.5,310.0
Elizabeth Arden,Elizabeth Arden Eau de Parfum Untold Untold,Eau de Parfum,Untold Untold,490.0,
Elizabeth Arden,Elizabeth Arden Eau de Parfum 5th Avenue NYC Pulse,Eau de Parfum,5th Avenue NYC Pulse,573.33,458.67
Elizabeth Arden,Elizabeth Arden Eau de Toilette White Tea Mandarin Blossom,Eau de Toilette,White Tea Mandarin Blossom,793.33,596.57
Elizabeth Arden,Elizabeth Arden Eau de Toilette Green Tea Citron Freesia,Eau de Toilette,Green Tea Citron Freesia,325.0,260.0
Elizabeth Arden,Elizabeth Arden Eau de Parfum Green Tea Gesicht,Eau de Parfum,Green Tea Gesicht,441.67,356.47
Elizabeth Arden,Elizabeth Arden Eau Fraiche White Tea,Eau Fraiche,White Tea,715.56,572.44
Elizabeth Arden,Elizabeth Arden Eau de Parfum 5th Avenue NYC LOVE,Eau de Parfum,5th Avenue NYC LOVE,573.33,458.67
Elizabeth Arden,Elizabeth Arden Eau de Parfum 5th Avenue,Eau de Parfum,5th Avenue,573.33,458.67
Elizabeth Arden,Elizabeth Arden Eau de Toilette Sunflowers Sunrise,Eau de Toilette,Sunflowers Sunrise,325.0,260.0
Elizabeth Arden,Elizabeth Arden Eau de Toilette White Tea Edt,Eau de Toilette,White Tea Edt,715.56,564.44
Elizabeth Arden,Elizabeth Arden Eau de Toilette White Tea Florale,Eau de Toilette,White Tea Florale,715.56,572.44
Elizabeth Arden,Elizabeth Arden Eau de Toilette Sunflowers HoneyDaze,Eau de Toilette,Sunflowers HoneyDaze,325.0,260.0
Elizabeth Arden,Elizabeth Arden Eau de Parfum 5th Avenue NYC Dream,Eau de Parfum,5th Avenue NYC Dream,573.33,458.67
Elizabeth Arden,Elizabeth Arden Eau de Toilette Always Red,Eau de Toilette,Always Red,490.0,
Elizabeth Arden,Elizabeth Arden Eau de Toilette White Tea Ginger Lily,Eau de Toilette,White Tea Ginger Lily,793.33,634.67
Elizabeth Arden,Elizabeth Arden Eau de Toilette Green Tea Sakura Blossom Fragrance Spray,Eau de Toilette,Green Tea Sakura Blossom Fragrance Spray,329.9,
Elizabeth Arden,Elizabeth Arden Eau de Toilette Sunflowers EDT,Eau de Toilette,Sunflowers EDT,437.5,350.0
Elizabeth Arden,Elizabeth Arden Eau de Toilette Red Door,Eau de Toilette,Red Door,1149.44,919.56
Elizabeth Arden,Elizabeth Arden Eau de Toilette Green Tea Lychee Lime,Eau de Toilette,Green Tea Lychee Lime,325.0,260.0
Elizabeth Arden,Elizabeth Arden Eau de Parfum White Tea,Eau de Parfum,White Tea,827.78,662.22
Hollister,Hollister Eau de Toilette Feelin´ Good for Him,Eau de Toilette,Feelin´ Good for Him,466.33,373.0
Hollister,Hollister Eau de Parfum Festival Vibes for Her,Eau de Parfum,Festival Vibes for Her,676.33,
