,brand,perfume_name,url,100 ml original_price,100 ml reduced_price,30 ml original_price,30 ml reduced_price,50 ml original_price,50 ml reduced_price,125 ml original_price,125 ml reduced_price,150 ml original_price,150 ml reduced_price,40 ml original_price,40 ml reduced_price,75 ml original_price,75 ml reduced_price,60 ml original_price,60 ml reduced_price,110 ml original_price,110 ml reduced_price,90 ml original_price,90 ml reduced_price,200 ml original_price,200 ml reduced_price,80 ml original_price,80 ml reduced_price,250 ml original_price,250 ml reduced_price,750 ml original_price,750 ml reduced_price,600 ml original_price,600 ml reduced_price,65 ml original_price,65 ml reduced_price,120 ml original_price,120 ml reduced_price,10 ml original_price,10 ml reduced_price,36 ml original_price,36 ml reduced_price,25 ml original_price,25 ml reduced_price,180 ml original_price,180 ml reduced_price,20 ml original_price,20 ml reduced_price,300 ml original_price,300 ml reduced_price,170 ml original_price,170 ml reduced_price,8 ml original_price,8 ml reduced_price,15 ml original_price,15 ml reduced_price,35 ml original_price,35 ml reduced_price,177 ml original_price,177 ml reduced_price,27 ml original_price,27 ml reduced_price,225 ml original_price,225 ml reduced_price,95 ml original_price,95 ml reduced_price,53 ml original_price,53 ml reduced_price,45 ml original_price,45 ml reduced_price,14 ml original_price,14 ml reduced_price,118 ml original_price,118 ml reduced_price,236 ml original_price,236 ml reduced_price,3 ml original_price,3 ml reduced_price,12 ml original_price,12 ml reduced_price,5 ml original_price,5 ml reduced_price,85 ml original_price,85 ml reduced_price,175 ml original_price,175 ml reduced_price,21 ml original_price,21 ml reduced_price,140 ml original_price,140 ml reduced_price,500 ml original_price,500 ml reduced_price,97 ml original_price,97 ml reduced_price,290 ml original_price,290 ml reduced_price,70 ml original_price,70 ml reduced_price,11 ml original_price,11 ml reduced_price,33 ml original_price,33 ml reduced_price,350 ml original_price,350 ml reduced_price,400 ml original_price,400 ml reduced_price,160 ml original_price,160 ml reduced_price,240 ml original_price,240 ml reduced_price,59 ml original_price,59 ml reduced_price,26 ml original_price,26 ml reduced_price,88 ml original_price,88 ml reduced_price,650 ml original_price,650 ml reduced_price,105 ml original_price,105 ml reduced_price,18 ml original_price,18 ml reduced_price,87 ml original_price,87 ml reduced_price,194 ml original_price,194 ml reduced_price,29 ml original_price,29 ml reduced_price,avg_original_price_per_liter,avg_reduced_price_per_liter
1171,Beverly Hills Polo Club,Beverly Hills Polo Club Eau de Parfum Heritage Oud,https://www.douglas.de/de/p/5011546009,59.0,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,472.0
1172,Beverly Hills Polo Club,Beverly Hills Polo Club Eau de Parfum Mystique,https://www.douglas.de/de/p/5011632007,59.0,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,472.0
1173,Beverly Hills Polo Club,Beverly Hills Polo Club Eau de Parfum ELEGANCE,https://www.douglas.de/de/p/5011546010,59.0,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,472.0
1174,Beverly Hills Polo Club,Beverly Hills Polo Club Eau de Parfum TITAN,https://www.douglas.de/de/p/5011546005,59.0,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.0,472.0
1175,GOLDFIELD+BANKS,GOLDFIELD+BANKS Eau de Parfum INGENIOUS GINGER EDP 10ML TRAVEL SPRAY,https://www.douglas.de/de/p/5011006024?variant=1111330,155.0,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,
1176,GOLDFIELD+BANKS,GOLDFIELD+BANKS Parfum Blue Cypress,https://www.douglas.de/de/p/5002054055,167.0,133.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.0,1335.9999999999998
1177,GOLDFIELD+BANKS,GOLDFIELD+BANKS Eau de Parfum Island Lush Travel Spray,https://www.douglas.de/de/p/5010887075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.0,
1178,GOLDFIELD+BANKS,GOLDFIELD+BANKS Eau de Parfum Purple Suede,https://www.douglas.de/de/p/5011068060?variant=1024082,221.0,176.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105.0,1768.0
1179,GOLDFIELD+BANKS,GOLDFIELD+BANKS Eau de Parfum Silky Woods,https://www.douglas.de/de/p/5010969096,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3175.0,3440.0
1180,GOLDFIELD+BANKS,GOLDFIELD+BANKS Eau de Parfum Sunset Hour,https://www.douglas.de/de/p/5011066012,155.0,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2316.6666666666665,2560.0
1181,GOLDFIELD+BANKS,GOLDFIELD+BANKS Eau de Parfum Wood Infusion,https://www.douglas.de/de/p/5002054083,167.0,133.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.0,1335.9999999999998
1182,GOLDFIELD+BANKS,GOLDFIELD+BANKS Parfum Velvet Splendour,https://www.douglas.de/de/p/5002054081,167.0,133.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.0,1335.9999999999998
1183,GOLDFIELD+BANKS,GOLDFIELD+BANKS Parfum Bohemian Lime,https://www.douglas.de/de/p/5002054056,167.0,133.6,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356.6666666666665,1948.0
1184,GOLDFIELD+BANKS,GOLDFIELD+BANKS Eau de Parfum Pacific Rock Moss,https://www.douglas.de/de/p/5011068059?variant=029551,167.0,133.6,,,119.0,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.0,1620.0
1185,GOLDFIELD+BANKS,GOLDFIELD+BANKS Eau de Parfum Silky Woods Elixir,https://www.douglas.de/de/p/5011379000,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,
1186,GOLDFIELD+BANKS,GOLDFIELD+BANKS Eau de Parfum Southern Bloom,https://www.douglas.de/de/p/5002054080?variant=056767,186.0,148.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430.0,1488.0
1187,GOLDFIELD+BANKS,GOLDFIELD+BANKS Parfum White Sandalwood,https://www.douglas.de/de/p/5002054082,167.0,133.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670.0,1335.9999999999998
1188,GOLDFIELD+BANKS,GOLDFIELD+BANKS Eau de Toilette Desert Rosewood,https://www.douglas.de/de/p/5002054057?variant=029550,167.0,133.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335.0,1335.9999999999998
1189,Roberto Cavalli,Roberto Cavalli Eau de Toilette Just Cavalli,https://www.douglas.de/de/p/3000061304?variant=m3296031,,,21.09,,31.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.4,
1190,Roberto Cavalli,Roberto Cavalli Eau de Parfum Paradiso Azzurro Eau de Parfum Spray,https://www.douglas.de/de/p/m002068012,,,,,,,,,,,,,64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.5333333333333,
1191,Roberto Cavalli,Roberto Cavalli Eau de Toilette Just Cavalli Man,https://www.douglas.de/de/p/3000067681?variant=m3295005,,,21.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.0,
1192,Roberto Cavalli,Roberto Cavalli Eau de Parfum Paradiso Woman,https://www.douglas.de/de/p/5011548065,,,46.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.3333333333335,
1193,Roberto Cavalli,Roberto Cavalli Eau de Parfum Paradiso Assoluto Woman,https://www.douglas.de/de/p/5011548068,,,,,,,,,,,,,65.0,62.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.6666666666667,838.5333333333334
1194,Roberto Cavalli,Roberto Cavalli Eau de Parfum Florence,https://www.douglas.de/de/p/5011544164,,,,,,,,,,,,,65.0,63.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.6666666666667,851.8666666666667
1195,Roberto Cavalli,Roberto Cavalli Eau de Parfum Paradiso Assoluto Woman,https://www.douglas.de/de/p/5011544166,,,,,57.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159.8,
1196,Roberto Cavalli,Roberto Cavalli Eau de Toilette Just Cavalli,https://www.douglas.de/de/p/5011548067,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.3333333333334,
1197,Roberto Cavalli,Roberto Cavalli Eau de Parfum Signature,https://www.douglas.de/de/p/5011544163?variant=1183595,,,45.0,,,,,,,,,,65.0,63.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.3333333333335,851.8666666666667
1198,Roberto Cavalli,Roberto Cavalli Eau de Parfum Paradiso Eau de Parfum,https://www.douglas.de/de/p/3001010758?variant=m3296024,,,,,54.99,,,,,,,,64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983.1666666666666,
1199,Roberto Cavalli,Roberto Cavalli Eau de Parfum Florence Eau de Parfum Spray,https://www.douglas.de/de/p/m002068009?variant=m3296026,,,44.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.6666666666667,
1200,Carolina Herrera,Carolina Herrera Eau de Parfum Luckycharms Mad World,https://www.douglas.de/de/p/5010878056,150.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1200.0
1201,Carolina Herrera,Carolina Herrera Duftset Good Girl Set,https://www.douglas.de/de/p/5011361001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Carolina Herrera,Carolina Herrera Eau de Parfum Luckycharms Lucky Charm,https://www.douglas.de/de/p/5010878054,150.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1200.0
1203,Carolina Herrera,Carolina Herrera Deodorant Bad Boy,https://www.douglas.de/de/p/5002487609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Carolina Herrera,Carolina Herrera Eau de Parfum Good Girl VERY,https://www.douglas.de/de/p/5009399004?variant=989079,,,84.99,,120.0,77.99,,,,,,,,,,,,,,,,,154.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386.0,1498.6499999999999
1205,Carolina Herrera,Carolina Herrera Eau de Toilette Bad Boy Bad Boy,https://www.douglas.de/de/p/5009401055,118.0,94.4,,,85.0,68.0,,,146.5,117.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1285.5555555555557,1028.4444444444446
1206,Carolina Herrera,Carolina Herrera Eau de Parfum Luckycharms Me First,https://www.douglas.de/de/p/5010878052,150.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1200.0
1207,Carolina Herrera,Carolina Herrera Eau de Parfum Luckycharms Fearless & Fabulous,https://www.douglas.de/de/p/5010878055,150.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1200.0
1208,Carolina Herrera,Carolina Herrera Eau de Parfum Bad Boy Cobalt,https://www.douglas.de/de/p/5010567143?variant=499562,124.0,79.99,,,89.5,71.6,,,154.0,123.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.2222222222224,1017.7444444444444
1209,Carolina Herrera,Carolina Herrera Eau de Parfum Luckycharms Call me Darling,https://www.douglas.de/de/p/5010878051,150.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1200.0
1210,Carolina Herrera,Carolina Herrera Eau de Parfum Luckycharms Alegria de Vivir,https://www.douglas.de/de/p/5010878053,150.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1200.0
1211,Carolina Herrera,Carolina Herrera Deodorant Bad Boy,https://www.douglas.de/de/p/5002487596,39.0,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,312.0
1212,Carolina Herrera,Carolina Herrera Eau de Parfum Good Girl,https://www.douglas.de/de/p/3001044085?variant=085711,147.0,,74.99,,109.0,67.7,,,,,,,,,,,,,,,,,139.5,93.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.3541666666665,1264.1875
1213,Carolina Herrera,Carolina Herrera Eau de Toilette 212 For Men,https://www.douglas.de/de/p/1006105304?variant=990885,108.0,86.4,,,79.5,63.6,,,,,,,,,,,,,,,140.49,93.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.1499999999999,867.3166666666666
1214,Carolina Herrera,Carolina Herrera Eau de Toilette Chic For Men Spray,https://www.douglas.de/de/p/2001004288,95.5,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955.0,764.0
1215,Carolina Herrera,Carolina Herrera Eau de Toilette 212,https://www.douglas.de/de/p/5011718027,130.5,104.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.0,1044.0
1216,Carolina Herrera,Carolina Herrera Eau de Parfum 212,https://www.douglas.de/de/p/5002484739?variant=1184544,,,,,,,,,,,,,,,,,,,,,,,126.0,96.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575.0,1209.875
1217,Carolina Herrera,Carolina Herrera Parfum Bad Boy Cobalt Elixir,https://www.douglas.de/de/p/5011295000?variant=1152968,135.5,108.4,,,97.5,78.0,,,168.5,134.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.1111111111113,1180.888888888889
1218,Carolina Herrera,Carolina Herrera Eau de Parfum Bad Boy Le Parfum,https://www.douglas.de/de/p/5009730064,129.5,103.6,,,93.5,74.8,,,161.0,128.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.777777777778,1130.222222222222
1219,Carolina Herrera,Carolina Herrera Eau de Toilette 212,https://www.douglas.de/de/p/1006104304,161.19,,62.0,49.6,,,,,,,,,,,96.5,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.3,1470.0
1220,Carolina Herrera,Carolina Herrera Eau de Parfum Good Girl Blush Elixir,https://www.douglas.de/de/p/5011328010?variant=1152964,,,85.5,61.99,125.0,92.0,,,,,,,,,,,,,,,,,160.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.0,1772.9444444444446
1221,Carolina Herrera,Carolina Herrera Eau de Toilette Bad Boy Sparkling Ice Collector Edition,https://www.douglas.de/de/p/5011580192,124.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240.0,850.0
1222,Carolina Herrera,Carolina Herrera Deodorant 212 For Men,https://www.douglas.de/de/p/3000022018,,,,,,,,,32.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.93333333333337,
1223,Carolina Herrera,Carolina Herrera Duftset Good Girl Gift Set,https://www.douglas.de/de/p/5011399098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Carolina Herrera,Carolina Herrera Bodyspray Good Girl,https://www.douglas.de/de/p/5010606004,51.0,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0,407.99999999999994
1225,Carolina Herrera,Carolina Herrera Duftset Bad Boy Set,https://www.douglas.de/de/p/5011582133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Carolina Herrera,Carolina Herrera Eau de Parfum Good Girl Blush,https://www.douglas.de/de/p/5010872025,,,82.5,,120.0,,,,,,,,,,,,,,,,,,154.0,94.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2358.3333333333335,1180.875
1227,Carolina Herrera,Carolina Herrera Bodyspray Bad Boy Power Spray,https://www.douglas.de/de/p/5009401057,86.0,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.0,687.9999999999999
1228,Carolina Herrera,Carolina Herrera Eau de Parfum Bad Boy Elixir,https://www.douglas.de/de/p/5011696006?variant=1215337,139.5,111.6,,,100.5,80.4,,,173.5,138.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.5555555555557,1216.4444444444446
1229,Carolina Herrera,Carolina Herrera Haarparfum Good Girl Hair Mist,https://www.douglas.de/de/p/5010544032,,,46.0,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.3333333333335,1226.6666666666665
1230,Carolina Herrera,Carolina Herrera Eau de Toilette 212 For Men VIP,https://www.douglas.de/de/p/3001010788?variant=1192938,108.0,84.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.0,844.8999999999999
1231,Carolina Herrera,Carolina Herrera Eau de Toilette Carolina Herrera Men Spray,https://www.douglas.de/de/p/2001004286,102.0,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0,815.9999999999999
1232,Purelei,Purelei Eau de Parfum Parfum mit belebende Düften des hawaiianischen Sommers,https://www.douglas.de/de/p/m001779096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
